Le Livre d'Ymir
http://bookofymir.free.fr/

Projet eAthena FR Stable
Avancement des Traductions

//Dossier//
nomdufichier.txt			avancement		nom du traducteur	nom du correcteur
guides/guides_louyang.txt		100%			Myllena			Myllena
guides/guides_mor.txt			100%			Myllena			Myllena
guides/guides_nif.txt			100%			Myllena			Myllena
guides/guides_pay.txt			100%			Myllena			Myllena
guides/guides_pron.txt			100%			Myllena			Myllena
guides/guides_rachel.txt		100%			Myllena			Myllena
guides/guides_umb.txt			100%			Myllena			Myllena


//Guild//
guild/ev_agit_event.txt			100%			Myllena			Myllena
guild/gldfunc_dunsw.txt			100%			Myllena			Myllena
guild/gldfunc_ev_agit.txt		100%			Myllena			Myllena
guild/gldfunc_flag.txt			100%			Myllena			Myllena
guild/gldfunc_kafra.txt			100%			Myllena			Myllena
guild/gldfunc_manager.txt		100%			Myllena			Myllena
guild/gldfunc_treasure.txt		100%			Myllena			Myllena

//Guild//Aldeg//
guild/aldeg/aldeg_guardians.txt		100%			Myllena			Myllena
guild/aldeg/aldeg_managers.txt		100%			Myllena			Myllena
guild/aldeg/aldeg_treas.txt		100%			Myllena			Myllena

//Guild//Gefg//
guild/gefg/gefg_guardians.txt		100%			Myllena			Myllena
guild/gefg/gefg_managers.txt		100%			Myllena			Myllena
guild/gefg/gefg_treas.txt		100%			Myllena			Myllena

//Guild//Payg//
guild/payg/payg_guardians.txt		100%			Myllena			Myllena
guild/payg/payg_managers.txt		100%			Myllena			Myllena
guild/payg/payg_treas.txt		100%			Myllena			Myllena

//Guild//Prtg//
guild/prtg/prtg_guardians.txt		100%			Myllena			Myllena
guild/prtg/prtg_managers.txt		100%			Myllena			Myllena
guild/prtg/prtg_treas.txt		100%			Myllena			Myllena


//Jobs//
jobs/valkyrie.txt			100%			Myllena			Myllena

//Jobs//1-1//
jobs/1-1/acolyte.txt			100%			Myllena			Myllena
jobs/1-1/archer.txt			100%			Myllena			Myllena
jobs/1-1/mage.txt			100%			Myllena			Myllena
jobs/1-1/merchant.txt			100%			Myllena			Myllena
jobs/1-1/swordman.txt			100%			Myllena			Myllena
jobs/1-1/thief.txt			100%			Myllena			Myllena

//Jobs//1-1e//
jobs/1-1e/gunslinger.txt		100%			Irreal			Myllena
jobs/1-1e/ninja.txt			100%			Athanil			Myllena
jobs/1-1e/taekwon.txt			100%			Myllena			Myllena

//Jobs//2-1//
jobs/2-1/assassin.txt			-			Athanil			Irreal, Myllena (en cours)
jobs/2-1/blacksmith.txt			-			Iria			Para, Myllena (en cours)
jobs/2-1/hunter.txt			-			Myllena			Irreal, Myllena (en cours)
jobs/2-1/knight.txt			100%			Iria			Irreal, Myllena
jobs/2-1/priest.txt			-			Athanil			Adara, Myllena (en cours)
jobs/2-1/wizard.txt			-			MageGaHell		Irreal, Myllena (en cours)

//Jobs//2-1a//
jobs/2-1a/AssassinCross.txt  		100%			Myllena			Myllena
jobs/2-1a/HighPriest.txt  		100%			Myllena			Myllena
jobs/2-1a/HighWizard.txt  		100%			Myllena			Myllena
jobs/2-1a/LordKnight.txt  		100%			Myllena			Myllena
jobs/2-1a/Sniper.txt  			100%			Myllena			Myllena
jobs/2-1a/WhiteSmith.txt  		100%			Myllena			Myllena

//Jobs//2-1e//
jobs/2-1e/StarGladiator.txt		100%			Myllena			Myllena

//Jobs//2-2//
jobs/2-2/alchemist.txt			-			Athanil			Irreal, Myllena (en cours)
jobs/2-2/bard.txt			100%			Athanil			Myllena
jobs/2-2/crusader.txt			100%			Athanil			Myllena
jobs/2-2/dancer.txt			100%			Myllena			Irreal, Myllena
jobs/2-2/monk.txt			-			Myllena			Irreal, Myllena (en cours)
jobs/2-2/rogue.txt			-			Muse			Irreal, Myllena (en cours)
jobs/2-2/sage.txt			-			Athanil			Irreal, Myllena (en cours)

//Jobs//2-2a//
jobs/2-2a/Champion.txt  		100%			Myllena			Myllena
jobs/2-2a/Clown.txt  			100%			Myllena			Myllena
jobs/2-2a/Creator.txt  			100%			Myllena			Myllena
jobs/2-2a/Gypsy.txt  			100%			Myllena			Myllena
jobs/2-2a/Paladin.txt  			100%			Myllena			Myllena
jobs/2-2a/Professor.txt  		100%			Myllena			Myllena
jobs/2-2a/Stalker.txt  			100%			Myllena			Myllena

//Jobs//2-2e//
jobs/2-2e/SoulLinker.txt		100%			Myllena			Myllena

//Jobs//Novice//
jobs/novice/novice.txt			100%			Myllena			Myllena
jobs/novice/supernovice.txt		100%			MageGaHell		Myllena


//Kafras//
kafras/cool_event_corp.txt		-			Stratos			Myllena (en cours)
kafras/dts_warper.txt			-			Stratos (en cours)
kafras/functions_kafras.txt		100%			Myllena			Myllena


//Merchants//
merchants/alchemist.txt			100%			Myllena			Myllena
merchants/ammo_boxes.txt		100%			Myllena			Myllena
merchants/ammo_dealer.txt		100%			Myllena			Myllena
merchants/clothes_dyer.txt		100%			Myllena			Myllena
merchants/dye_maker.txt			100%			Myllena			Myllena
merchants/gemstone.txt			100%			Myllena			Myllena
merchants/hair_dyer.txt			100%			Myllena			Myllena
merchants/hair_style.txt		100%			Myllena			Myllena
merchants/icecream.txt			100%			Myllena			Myllena
merchants/inn.txt			100%			Myllena			Myllena
merchants/kunai_maker.txt		100%			Myllena			Myllena
merchants/milk_trader.txt		100%			Myllena			Myllena
merchants/novice_exchange.txt		100%			Myllena			Myllena
merchants/old_pharmacist.txt		100%			Myllena			Myllena
merchants/quivers.txt			100%			Myllena			Myllena
merchants/refine.txt			100%			Myllena			Myllena
merchants/renters.txt			100%			Myllena			Myllena
merchants/shops.txt			100%			Myllena			Myllena
merchants/socket_enchant.txt		100%			Myllena			Myllena


//Other//
other/arena.txt				-
other/books.txt				-
other/bulletin_boards.txt		100%			Myllena			Myllena
other/CashShop_Functions.txt		-
other/comodo_gambling.txt		100%			Myllena			Myllena
other/divorce.txt			-
other/fortune.txt			-
other/Global_Functions.txt		100%			Myllena			Myllena
other/hugel_bingo.txt			-
other/marriage.txt			-
other/monster_museum.txt		-
other/msg_boards.txt			-
other/powernpc.txt			-
other/pvp.txt				-
other/resetskill.txt			-


//Quests//
quests/Bard_Quest.txt			-
quests/bunnyband.txt			100%			Myllena			Myllena
quests/cooking_quest.txt		-			Irreal			Myllena (en cours)
quests/counteragent_mixture.txt		100%			Myllena			Myllena
quests/doomed_swords.txt		-
quests/doomed_swords_quests.txt		-
quests/eye_of_hellion.txt		100%			Iria			Myllena
quests/gunslinger_quests.txt		-
quests/juice_maker.txt			100%			Myllena			Myllena
quests/Kiel_Hyre_Quest.txt		-			Capria (en cours)
quests/Lvl4_weapon_quest.txt		100%			Myllena			Myllena
quests/monstertamers.txt		100%			Myllena			Myllena
quests/mrsmile.txt			100%			Myllena			Myllena
quests/ninja_quests.txt			-
quests/obb_quest.txt			100%			Myllena			Myllena
quests/quests_airship.txt		-
quests/quests_alberta.txt		100%			Zack			Myllena
quests/quests_aldebaran.txt		100%			Myllena			Myllena
quests/quests_amatsu.txt		100%			Myllena			Myllena
quests/quests_ayothaya.txt		-
quests/quests_comodo.txt		-
quests/quests_ein.txt			-
quests/quests_geffen.txt		-
quests/quests_gonryun.txt		-
quests/quests_hugel.txt			-
quests/quests_izlude.txt		100%			Myllena			Myllena
quests/quests_juperos.txt		100%			Capria			Myllena
quests/quests_lighthalzen.txt		-
quests/quests_louyang.txt		-
quests/quests_lutie.txt			-
quests/quests_morocc.txt		-
quests/quests_niflheim.txt		100%			Myllena			Myllena
quests/quests_payon.txt			-
quests/quests_prontera.txt		-
quests/quests_rachel.txt		-
quests/quests_umbala.txt		-
quests/quests_yuno.txt			-
quests/thana_quest.txt			-
quests/The_Sign_Quest.txt		-

//Quests//First_Class//
quests/first_class/tu_acolyte.txt	-			Irreal			Myllena (en cours)
quests/first_class/tu_archer.txt	-
quests/first_class/tu_ma_th01.txt	-
quests/first_class/tu_magician01.txt	-
quests/first_class/tu_merchant.txt	-
quests/first_class/tu_sword.txt		-
quests/first_class/tu_thief01.txt	-

//Quests//Newgears//
quests/newgears/2004_headgears.txt	100%			Irreal			Myllena
quests/newgears/2005_headgears.txt	100%			Irreal			Myllena
quests/newgears/2006_headgear.txt	100%			Irreal			Myllena

//Quests//Seals//
quests/seals/brisingamen_seal.txt	-
quests/seals/god_global.txt		-
quests/seals/god_weapon_creation.txt	-
quests/seals/megingard_seal.txt		-
quests/seals/mjolnir_seal.txt		-
quests/seals/sleipnir_seal.txt		-

//Quests//Skills//
quests/skills/acolyte_skills.txt	100%			Myllena			Myllena
quests/skills/alchemist_skills.txt	-			Vince (en cours)
quests/skills/archer_skills.txt		100%			Myllena			Myllena
quests/skills/assassin_skills.txt	100%			Myllena			Myllena
quests/skills/bard_skills.txt		100%			Myllena			Myllena
quests/skills/blacksmith_skills.txt	-			Capria (en cours)	
quests/skills/crusader_skills.txt	100%			Myllena			Myllena
quests/skills/dancer_skills.txt		100%			Myllena			Myllena
quests/skills/hunter_skills.txt		100%			Myllena			Myllena
quests/skills/knight_skills.txt		-			Wren (en cours)
quests/skills/mage_skills.txt		100%			Myllena			Myllena
quests/skills/merchant_skills.txt	100%			Myllena			Myllena
quests/skills/monk_skills.txt		-			Athanil			Myllena (en cours)
quests/skills/novice_skills.txt		100%			Myllena			Myllena
quests/skills/priest_skills.txt		100%			Myllena			Myllena
quests/skills/rogue_skills.txt		100%			Myllena			Myllena
quests/skills/sage_skills.txt		100%			Myllena			Myllena
quests/skills/swordman_skills.txt	-			Wren			Myllena (en cours)
quests/skills/thief_skills.txt		100%			MageGaHell		Myllena
quests/skills/wizard_skills.txt		100%			Myllena			Myllena


//Warps//Cities//
warps/cities/nameless.txt		-

//Warps//Dungeons//
warps/dungeons/juperos.txt		-

//Warps//Fields//
warps/fields/abyss_warper.txt		100%			Myllena			Myllena




